;sentence;class
877;Foi com base nesta sugestão da autarquia que uma extensa área de terreno que o Grupo Sonae ali adquiriu para a edificação de um centro de lazer e de um hipermercado deixou de ser atravessada pelo gasoduto - mudança fulcral em que os contestatários se apoiam para acusar a Transgás 'proteger a Sonae'. , Sonae , Grupo Sonae;0
959;Mas isso não é verdade, argumenta Mark Wheelis da Universidade da California, Davis. , Universidade da California , Davis;0
724;É aí que novos padrões vêm à tona correlações entre espécies diferentes, características da paisagem e outros fatores que não poderiam ser descobertos de outra maneira ', afirma Jason Knight, instrutor da Wilderness Awareness School em Duvall . , Wilderness Awareness School , Jason Knight;1
3079;O grupo Nós, joint venture entre a Raízen Combustíveis e a Femsa Comercio que assumiu a operação de lojas de conveniência Shell Select e vai explorar o varejo de proximidade no país com a marca OXXO, colocou em execução um agressivo plano de negócios, que prevê a abertura de mais de 500 pontos de venda nos próximos três anos, todos na região Sudeste. , Femsa Comercio , Raízen Combustíveis;0
1453;Para a ONG, há evidências de que as companhias que mais exportam madeira para os EUA estejam envolvidas com o comércio ilegal do produto. , EUA , ONG;0
2265;A startup colombiana de entregas Rappi firmou uma parceria com a Visa para oferecer um cartão pré-pago conectado à carteira digital do aplicativo no Brasil , disseram executivos à Reuters , como parte dos esforços para adicionar mais funcionalidades à e conquistar novos usuários . , Visa , Reuters;0
273;A operação será totalmente digital , segundo Roberto Teixeira , sócio responsável pela XP Seguros . , Roberto Teixeira , XP Seguros;1
2837;Mainardi ressalta ainda que o funcionamento do PIX, o sistema de pagamentos instantâneos criado pelo Banco Central do Brasil, e as inovações em open banking formam um contexto bastante propício para a expansão de negócios da Zucchetti no país, tendo a solidez da Compufour como aditivo para essa movimentação. , Compufour , Mainardi;0
3095;O relatório do Goldman Sachs lembra que o Bradesco comprou a Ágora em 2008 e em 2019 incorporou os clientes individuais da Bradesco Corretora. , Bradesco Corretora , Bradesco;1
1562;O Samsung Creative Startups , programa de aceleração de empreendimentos de base tecnológica da empresa em parceria com a Associação Nacional de Entidades Promotoras de Empreendimentos Inovadores e o Centro Coreano de Economia Criativa e Inovação . , Centro Coreano de Economia Criativa e Inovação , Associação Nacional de Entidades Promotoras de Empreendimentos Inovadores;0
987;MinTech a fintech que nasceu nos EUA , cresceu na China e chegou ao Brasil . , EUA , Brasil;0
1707;Veloe , unidade de negócios da Alelo , do Banco do Brasil , para pagamento automático para mobilidade urbana , acaba de firmar um . , Alelo , Veloe;1
1341;O modelo da Getnet deve servir de inspiração para outras operações do banco no mundo , segundo um projeto anunciado no Santander Investor Day , em Londres , na semana passada . , Santander Investor Day , Getnet;0
211;A inovação está presente no DNA da Mastercard e do C6 Bank e , cada vez mais , temos visto essa parceria se transformar em soluções práticas e vantajosas para nossos clientes , diz Maria Cecilia Machado e Silva , head de cartões no C6 Bank . , Maria Cecilia Machado e Silva , C6 Bank;1
2215;Uma parceria entre a Cielo e o Magazine Luiza chega ao mercado e permite que qualquer loja física do país venda um dos 4 milhões de produtos disponíveis no site do Magalu . , Magalu , Cielo;0
707;Desenvolvido pelo Instituto Sicoob em parceria com o Sescoop/PR , neste ano o Programa Cooperjovem chegou a mais um município da área de atuação do Sicoob Metropolitano . , Programa Cooperjovem , Instituto Sicoob;1
149;A Firgun trabalha em parceria com organizações não-governamentais que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo , São Paulo , Parça Progresso Confecções;0
3243;O levantamento mensal abrange o Banco do Brasil, Bradesco, Caixa Econômica Federal, Itaú, Safra e Santander. , Itaú , Bradesco;0
1385;O Samsung Pay anunciou segunda-feira que a Trigg é a primeira fintech a juntar-se ao serviço de pagamento móvel no Brasil . , Brasil , Samsung Pay;0
331;A rede da Anova conecta , alem da Chicago Market Exchange , as bolsas BATS , Nasdaq , de Nova York e Cboe Markets . , Chicago Market Exchange , Cboe Markets;0
548;Banco Next anuncia integração com Siri para comandos de voz no iPhone. , iPhone , Banco Next;0
1288;O Hamas manda em Gaza, e a OLP finge que manda na Cisjordânia. , Gaza , OLP;0
3208;Social Selling, que permite o pagamento de uma comissão a franqueados, multimarcas e colaboradores da rede em vendas nos sites das marcas e via WhatsApp, por meio de vouchers que concedem benefícios exclusivos. , Social Selling , WhatsApp;0
3183;A Riachuelo deu início à expansão das redes de unidades da Carter, marca infantil, e Casa Riachuelo, voltada para casa e decoração. , Carter , Casa Riachuelo;0
2959;Quase 60% dos recursos devem ir para a Pese, uma linha administrada pelo BNDES para subsidiar a folha de pagamento das PMEs e que ainda precisa mostrar a que veio. , PMEs , BNDES;0
1689;Uma novidade preparada pelo Original é a realização de transações financeiras pelo WhatsApp , inicialmente , funcionalidade que posteriormente será estendida para o Messenger , do Facebook , informa Freitas . , Freitas , Messenger;0
3013;O bairro Cobilândia, em Vila Velha, vai receber a primeira agência do Sicoob, nesta segunda-feira 15, na Avenida Carlos Lindenberg. , Cobilândia , Vila Velha;1
1806;Itaú Unibanco e Tribanco foram os primeiros do setor financeiro a participar da plataforma , que tem 3.8 0 credores . , Tribanco , Unibanco;0
1782;Em breve será possível também contar com Santander , Itaú , Bradesco , Daycoval e CCB . , CCB , Santander;0
683;David Solomon , que se tornou CEO do banco de investimento em outubro , foi convidado e planeja comparecer ao lançamento dos serviços da Apple no dia 25 de março em Cupertino, cidade da Califórnia , segundo pessoas a par do assunto . , Apple , David Solomon;0
1390;O Santander recebeu autorização do Banco Central para colocar na rua a Pi , a sua plataforma digital de investimentos . , Banco Central , Santander;1
1154;O coordenador do Programa Pantanal do Ministério do Meio Ambiente, Paulo Guilherme Cabral, recebeu o estudo da Embrapa sobre o Taquari no início de julho. , Programa Pantanal do Ministério do Meio Ambiente , Taquari;0
353;A rodada foi liderada pela Kaszek Ventures , investidora do Nubank , e Ribbit Capital , que investiu no Guiabolso . , Guiabolso , Nubank;0
2860;"Na manhã de segunda-feira 13/07, foi realizado o lançamento do Plano Safra do Banco do Brasil 2020/2021 no Rio Grande do Sul, que disponibilizará R$ 14 bilhões para o Estado, sendo a distribuição de R$ 11,6 bilhões em custeio, comercialização e industrialização; R$ 1,4 bilhão para investimentos e R$ 1 bilhão para outras finalidades. , Banco do Brasil , Plano Safra";1
2076;E tem aquelas que buscam parcerias com as credenciadoras , disse Boanerges Ramos Freire , presidente da consultoria Boanerges & Cia . , Boanerges Ramos Freire , Boanerges & Cia;1
925;Itaú Unibanco fechou uma parceria com a francesa Edenred que garante exclusividade na distribuição dos produtos da Ticket Serviços no Brasil para a sua base de clientes pessoas jurídicas , anunciou o banco brasileiro nesta quarta-feira . , Brasil , Ticket Serviços;1
2821;Esta semana, a Cielo lançou o Cielo Digi, uma plataforma que reúne produtos e serviços digitais da empresa, desde soluções de venda até gestão de dados e cursos gratuitos sobre venda online e dos parceiros Eduka e Sebrae. , Cielo , Eduka;0
809;No Norte, uma força do CICA liderada pelo Tenente-Coronel Carlos Azeredo toma o Quartel General da Região Militar do Porto. , Quartel General da Região Militar do Porto , Tenente-Coronel Carlos Azeredo;0
2728;Carrefour agora faz parte do Sistema Financeiro Nacional e poderá oferecer novos produtos como investimentos, previdência privada e novas opções de crédito. , Sistema Financeiro Nacional , Carrefour;1
1059;Nos Estados Unidos , Indigo consegue aumentar produção em até 10% Do desenvolvimento da lavoura , à plataformas de comercialização e contratos com blockchain e logística , ela é conhecida como o Google do Agro . , Indigo , Google do Agro;1
3159;Para oferecer o serviço, o Waze fechou parceria com as redes Shell e ExxonMobil. , ExxonMobil , Shell;0
2345;Nós não somos um banco  Em uma conferência da CNN na semana passada , Jennifer Bailey , vice-presidente de serviços de Internet da Apple , discutiu os planos da companhia em relação a Apple Pay . , Apple Pay , Apple;0
933;Já nesta quarta-feira , o Cruzeiro apresentou parceria com o Banco Renner , que estampará marca Digi+ . , Cruzeiro , Digi+;0
645;Como contribui para o problema sem contribuir para a solução, a Europa adotou um discurso de duplicidades e subentendidos, de fraquezas e recuos, de que o senhor Javier Solanas é o exemplo acabado. , Javier Solanas , Europa;0
2645;A companhia conta ainda com outras três redes de afinidade: TRUEColors, B.Power e enABLE. , B.Power , TRUEColors;0
1413;O Sicoob Credimonte , de Santo Antonio do Monte , na região Centro-Oeste de Minas Gerais , será a primeira cooperativa de crédito a abrir uma agência completa dentro de uma favela em Belo Horizonte . , Santo Antonio do Monte , região Centro-Oeste de Minas Gerais;1
3211;A Stark Bank, fintech B2B líder em open banking no Brasil, acaba de receber autorização do Banco Central para operar como Sociedade de Crédito Direto. , Banco Central , Sociedade de Crédito Direto;0
944;Klein afirmou que os principais executivos da Via Varejo estão na China nesta semana , reunindo-se com Tencent Holdings e outras grupos sobre potenciais soluções de pagamento que poderiam ser trazidas ao Brasil . , Tencent Holdings , Via Varejo;1
1625;Sete ativistas do Greenpeace foram presos ontem nos EUA ao tentar impedir o descarregamento de madeira brasileira na cidade de Savannah, na costa do estado da Geórgia. , Geórgia , Greenpeace;0
590;"Pedro Guimarães , tem na mira quatro objetivos definidos  1  fechar parcerias e realizar ofertas de ações em segmentos como seguros , cartões de crédito , loterias e gestão de recursos; 2  venda de ações do FI-FGTS , como as do Banco do Brasil; 3  a oferta do Banco Pan ex-Panamericano ; e 4  devolução dos recursos em torno dos instrumentos híbridos de capital e dívida ao governo . , Banco do Brasil , Banco Pan ex-Panamericano";0
1561;O Samsung Creative Startups , programa de aceleração de empreendimentos de base tecnológica da empresa em parceria com a Associação Nacional de Entidades Promotoras de Empreendimentos Inovadores e o Centro Coreano de Economia Criativa e Inovação . , Samsung Creative Startups , Associação Nacional de Entidades Promotoras de Empreendimentos Inovadores;1
682;David Solomon , que se tornou CEO do banco de investimento em outubro , foi convidado e planeja comparecer ao lançamento dos serviços da Apple no dia 25 de março em Cupertino, cidade da Califórnia , segundo pessoas a par do assunto . , Cupertino , David Solomon;0
1739;Banco CBSS - instituição do Banco do Brasil e Bradesco voltada ao mundo digital - e o GuiaBolso , aplicativo de finanças pessoais responsável pela gestão da vida financeira de mais de 4 milhões de brasileiros , anunciam uma parceria estratégica para aumentar a oferta de produtos de crédito . , Banco CBSS , Banco do Brasil;1
1972;A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras . , Rebel , Santana Financeira;0
